,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
2601,Hyundai i10,Delhi,2013.0,62334.0,Petrol,Manual,First,White,5.0,4.0,2.75,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2602,Hyundai i20,Chennai,2011.0,47000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.5,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2603,Toyota Innova,Mumbai,2015.0,48000.0,Diesel,Manual,First,White,8.0,5.0,11.75,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
2604,Maruti Baleno,Kochi,2018.0,21684.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.89,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
2605,Ford Ecosport,Ahmedabad,2018.0,13000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.9,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,Ecosport
2606,Tata Indica,Hyderabad,2013.0,99500.0,Diesel,Manual,Second,Others,5.0,4.0,3.05,22.3,kmpl,1248.0,CC,74.0,bhp,Tata,Indica
2607,Maruti Swift,Kolkata,2015.0,168205.0,Diesel,Manual,First,Others,5.0,4.0,4.0,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2608,Maruti Baleno,Pune,2016.0,27809.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,6.41,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
2609,Honda City,Mumbai,2007.0,63000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.75,17.7,kmpl,1497.0,CC,78.0,bhp,Honda,City
2610,Maruti Swift,Pune,2014.0,68218.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.9,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
2611,Maruti Swift,Mumbai,2012.0,15500.0,Petrol,Manual,First,White,5.0,4.0,3.75,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
2612,Hyundai i20,Jaipur,2014.0,82450.0,Diesel,Manual,First,White,5.0,4.0,5.85,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
2613,Jaguar XF,Hyderabad,2017.0,21000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,52.0,19.33,kmpl,1999.0,CC,177.0,bhp,Jaguar,XF
2614,Toyota Fortuner,Hyderabad,2013.0,116000.0,Diesel,Automatic,Second,White,7.0,5.0,19.25,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2615,Toyota Innova,Pune,2010.0,140000.0,Diesel,Manual,Third,Others,7.0,4.0,6.25,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
2616,Volkswagen Polo,Chennai,2013.0,62000.0,Diesel,Manual,First,Others,5.0,4.0,5.0,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
2617,Audi A6,Ahmedabad,2008.0,45000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,11.5,16.77,kmpl,2967.0,CC,241.38,bhp,Audi,A6
2618,Audi Q5,Delhi,2014.0,44999.0,Diesel,Automatic,First,Others,5.0,4.0,25.0,12.8,kmpl,1968.0,CC,167.6,bhp,Audi,Q5
2619,Mercedes-Benz New,Ahmedabad,2014.0,78616.0,Diesel,Automatic,Second,Others,5.0,4.0,15.5,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
2620,Honda City,Chennai,2006.0,109000.0,Petrol,Manual,First,White,5.0,4.0,1.5,16.9,kmpl,1497.0,CC,100.0,bhp,Honda,City
2621,Maruti Ciaz,Jaipur,2017.0,38282.0,Diesel,Manual,First,White,5.0,4.0,8.5,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
2622,Hyundai i20,Kochi,2017.0,14064.0,Petrol,Manual,First,Others,5.0,4.0,6.59,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2623,Honda Amaze,Chennai,2016.0,37000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.25,17.8,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2624,Maruti Vitara,Hyderabad,2016.0,41372.0,Diesel,Manual,First,Others,5.0,4.0,9.3,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2625,Audi Q5,Hyderabad,2015.0,56000.0,Diesel,Automatic,First,White,5.0,4.0,35.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
2626,Maruti Wagon,Kochi,2014.0,41994.0,Petrol,Manual,First,Others,5.0,4.0,3.41,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2627,Maruti Zen,Jaipur,2009.0,63000.0,Petrol,Manual,Second,White,5.0,4.0,1.25,18.2,kmpl,998.0,CC,67.1,bhp,Maruti,Zen
2628,Audi Q3,Chennai,2014.0,60000.0,Diesel,Automatic,First,White,5.0,4.0,20.0,15.73,kmpl,1968.0,CC,174.33,bhp,Audi,Q3
2629,Renault Duster,Kolkata,2014.0,52108.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.49,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
2630,Maruti Baleno,Delhi,2018.0,13000.0,Petrol,Manual,First,Others,5.0,4.0,6.6,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
2631,Hyundai Grand,Jaipur,2017.0,26877.0,Diesel,Manual,First,White,5.0,4.0,5.75,24.0,kmpl,1186.0,CC,73.97,bhp,Hyundai,Grand
2632,Ford Endeavour,Jaipur,2016.0,90000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,26.0,10.91,kmpl,3198.0,CC,197.2,bhp,Ford,Endeavour
2633,Hyundai i20,Coimbatore,2015.0,35441.0,Petrol,Manual,First,White,5.0,4.0,6.87,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2634,Maruti Ciaz,Jaipur,2017.0,62691.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.5,26.21,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
2635,Tata Manza,Jaipur,2010.0,100030.0,Diesel,Manual,Second,White,5.0,4.0,1.6,18.8,kmpl,1248.0,CC,90.0,bhp,Tata,Manza
2636,Maruti Ertiga,Hyderabad,2016.0,112200.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.3,24.52,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
2637,Maruti 800,Jaipur,2009.0,32000.0,Petrol,Manual,First,Others,4.0,4.0,0.9,16.1,kmpl,796.0,CC,37.0,bhp,Maruti,800
2638,Nissan Sunny,Jaipur,2011.0,42000.0,Petrol,Manual,Second,Others,5.0,4.0,3.0,16.95,kmpl,1498.0,CC,97.7,bhp,Nissan,Sunny
2639,Mahindra Ssangyong,Kochi,2014.0,91586.0,Diesel,Automatic,Second,Others,7.0,5.0,9.47,11.18,kmpl,2696.0,CC,184.0,bhp,Mahindra,Ssangyong
2640,Hyundai i10,Hyderabad,2010.0,74000.0,Petrol,Manual,First,Others,5.0,4.0,3.1,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2641,Hyundai Santro,Kolkata,2005.0,45000.0,Petrol,Manual,First,Others,5.0,4.0,0.95,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
2642,Toyota Innova,Coimbatore,2011.0,82321.0,Diesel,Manual,First,White,7.0,4.0,10.05,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
2643,Maruti Swift,Chennai,2016.0,35000.0,Diesel,Manual,First,White,5.0,4.0,6.25,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2644,Volkswagen Polo,Mumbai,2014.0,13710.0,Petrol,Manual,First,Others,5.0,4.0,4.75,16.2,kmpl,1199.0,CC,74.0,bhp,Volkswagen,Polo
2645,Ford Figo,Bangalore,2010.0,102016.0,Petrol,Manual,First,Others,5.0,4.0,2.25,15.6,kmpl,1196.0,CC,70.0,bhp,Ford,Figo
2646,Honda Accord,Hyderabad,2010.0,119000.0,Petrol,Manual,First,Others,5.0,4.0,5.95,10.2,kmpl,2354.0,CC,180.0,bhp,Honda,Accord
2647,Hyundai Grand,Kochi,2014.0,48031.0,Petrol,Manual,First,Others,5.0,4.0,4.98,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
2648,Mahindra XUV500,Hyderabad,2013.0,140000.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,9.0,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2649,Audi Q5,Bangalore,2014.0,38000.0,Diesel,Automatic,Second,White,5.0,4.0,38.95,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
2650,Hyundai i20,Coimbatore,2015.0,20045.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.22,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2651,Nissan Evalia,Hyderabad,2013.0,166194.0,Diesel,Manual,First,White,7.0,5.0,3.9,19.3,kmpl,1461.0,CC,84.8,bhp,Nissan,Evalia
2652,Mercedes-Benz New,Kolkata,2016.0,34000.0,Diesel,Automatic,First,Others,5.0,4.0,25.5,11.78,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
2653,Ford Figo,Coimbatore,2013.0,65287.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.45,20.0,kmpl,1399.0,CC,68.05,bhp,Ford,Figo
2654,Honda Accord,Coimbatore,2012.0,94989.0,Petrol,Manual,First,Others,5.0,4.0,6.58,12.8,kmpl,2354.0,CC,177.6,bhp,Honda,Accord
2655,Hyundai Elite,Coimbatore,2018.0,32851.0,Petrol,Manual,First,Black/Silver,5.0,4.0,8.34,18.6,kmpl,1197.0,CC,81.86,bhp,Hyundai,Elite
2656,Renault Duster,Mumbai,2015.0,67000.0,Diesel,Manual,Second,Others,5.0,4.0,7.0,19.87,kmpl,1461.0,CC,83.8,bhp,Renault,Duster
2657,Hyundai Grand,Kochi,2016.0,57738.0,Diesel,Manual,First,Others,5.0,4.0,5.04,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
2658,Ford Ecosport,Hyderabad,2017.0,32000.0,Diesel,Manual,First,White,5.0,4.0,9.5,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2659,Honda Amaze,Mumbai,2014.0,29000.0,Petrol,Manual,First,White,5.0,4.0,4.25,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2660,Skoda Octavia,Mumbai,2015.0,27000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,14.95,19.5,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
2661,Tata Nano,Coimbatore,2015.0,19963.0,Petrol,Manual,Second,White,4.0,4.0,1.74,25.4,kmpl,624.0,CC,37.5,bhp,Tata,Nano
2662,Mercedes-Benz GLC,Coimbatore,2019.0,29311.0,Diesel,Automatic,First,White,5.0,4.0,50.97,17.9,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,GLC
2663,Toyota Innova,Hyderabad,2015.0,84415.0,Diesel,Manual,First,White,8.0,5.0,13.5,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
2664,Toyota Innova,Hyderabad,2011.0,166000.0,Diesel,Manual,First,Black/Silver,8.0,5.0,8.25,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
2665,Hyundai i20,Delhi,2015.0,42000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,5.8,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2666,Maruti Wagon,Mumbai,2006.0,141537.0,Petrol,Manual,Second,Others,5.0,4.0,1.05,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
2667,Hyundai i10,Hyderabad,2011.0,60634.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.3,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
2668,Hyundai i20,Kochi,2010.0,93401.0,Diesel,Manual,First,White,5.0,4.0,3.48,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
2669,Maruti Ertiga,Pune,2016.0,54161.0,Diesel,Manual,First,Others,7.0,5.0,7.64,25.47,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
2670,BMW X5,Chennai,2011.0,58000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,27.0,11.7,kmpl,2993.0,CC,245.0,bhp,BMW,X5
2671,Audi A6,Kochi,2016.0,58953.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,24.22,13.53,kmpl,1984.0,CC,177.01,bhp,Audi,A6
2672,Maruti Ertiga,Ahmedabad,2017.0,63939.0,Diesel,Manual,First,Others,7.0,5.0,7.75,25.47,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
2673,Hyundai EON,Jaipur,2017.0,12000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.5,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
2674,Maruti Swift,Kochi,2017.0,26327.0,Petrol,Manual,First,White,5.0,4.0,5.86,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
2675,Skoda Superb,Mumbai,2015.0,34000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,13.65,13.7,kmpl,1798.0,CC,157.75,bhp,Skoda,Superb
2676,Maruti Wagon,Jaipur,2017.0,39867.0,Petrol,Manual,First,Others,5.0,4.0,4.5,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2677,Tata Nexon,Kolkata,2018.0,4900.0,Diesel,Manual,First,White,5.0,4.0,9.22,21.5,kmpl,1497.0,CC,108.5,bhp,Tata,Nexon
2678,Ford Ecosport,Kolkata,2014.0,57000.0,Diesel,Manual,First,Others,5.0,4.0,5.49,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2679,Ford EcoSport,Kochi,2014.0,54173.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.55,18.88,kmpl,999.0,CC,123.24,bhp,Ford,EcoSport
2680,Honda Jazz,Hyderabad,2015.0,37000.0,Petrol,Manual,First,Others,5.0,4.0,6.3,18.2,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
2681,Renault Pulse,Hyderabad,2013.0,71491.0,Diesel,Manual,First,White,5.0,4.0,4.95,23.08,kmpl,1461.0,CC,63.12,bhp,Renault,Pulse
2682,Maruti Ritz,Coimbatore,2016.0,40052.0,Petrol,Manual,First,White,5.0,4.0,6.17,21.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Ritz
2683,BMW 3,Kolkata,2011.0,7000.0,Petrol,Automatic,First,Others,5.0,4.0,9.75,12.05,kmpl,1995.0,CC,154.0,bhp,BMW,3
2684,Toyota Camry,Mumbai,2014.0,68400.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,13.5,12.98,kmpl,2494.0,CC,178.4,bhp,Toyota,Camry
2685,Renault Captur,Kochi,2019.0,3102.0,Diesel,Manual,First,White,5.0,4.0,14.01,20.37,kmpl,1461.0,CC,108.45,bhp,Renault,Captur
2686,Hyundai Verna,Kolkata,2011.0,34994.0,Diesel,Manual,First,White,5.0,4.0,3.9,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
2687,Toyota Fortuner,Jaipur,2009.0,149706.0,Diesel,Manual,First,White,7.0,5.0,11.0,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
2688,BMW 3,Bangalore,2012.0,73000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,12.5,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
2689,BMW 5,Hyderabad,2013.0,93000.0,Diesel,Automatic,First,Others,5.0,4.0,26.5,16.73,kmpl,2993.0,CC,218.0,bhp,BMW,5
2690,Volkswagen Polo,Kochi,2012.0,52818.0,Petrol,Manual,First,Others,5.0,4.0,3.82,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
2691,Skoda Octavia,Pune,2005.0,88000.0,Diesel,Manual,Third,Others,5.0,4.0,1.25,18.7,kmpl,1896.0,CC,66.0,bhp,Skoda,Octavia
2692,BMW 5,Kolkata,2011.0,31000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,13.5,10.8,kmpl,2497.0,CC,150.0,bhp,BMW,5
2693,Mahindra Bolero,Coimbatore,2017.0,68557.0,Diesel,Manual,First,Others,7.0,5.0,8.14,15.96,kmpl,2523.0,CC,62.1,bhp,Mahindra,Bolero
2694,Hyundai Verna,Bangalore,2008.0,38000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.6,13.9,kmpl,1599.0,CC,103.2,bhp,Hyundai,Verna
2695,Tata Indigo,Jaipur,2005.0,108000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,1.0,17.0,kmpl,1405.0,CC,70.0,bhp,Tata,Indigo
2696,BMW 5,Kochi,2014.0,64158.0,Diesel,Automatic,First,Others,5.0,4.0,17.89,18.48,kmpl,1493.0,CC,98.59,bhp,BMW,5
2697,Maruti Swift,Mumbai,2015.0,14000.0,Diesel,Manual,First,White,5.0,4.0,5.25,28.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2698,Hyundai Elite,Delhi,2016.0,13460.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.45,18.6,kmpl,1197.0,CC,81.86,bhp,Hyundai,Elite
2699,Honda Jazz,Pune,2017.0,27000.0,Diesel,Manual,First,White,5.0,4.0,8.0,27.3,kmpl,1498.0,CC,98.6,bhp,Honda,Jazz
2700,Mercedes-Benz E-Class,Delhi,2014.0,30000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,26.0,14.21,kmpl,2143.0,CC,203.0,bhp,Mercedes-Benz,E-Class
2701,Ford Ecosport,Delhi,2013.0,57000.0,Diesel,Manual,First,White,5.0,4.0,5.5,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2702,Maruti Swift,Coimbatore,2014.0,33372.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,6.21,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
2703,Mahindra XUV500,Mumbai,2012.0,32792.0,Diesel,Manual,First,Others,7.0,5.0,7.9,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2704,Tata Indica,Jaipur,2009.0,82000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,0.75,13.5,kmpl,1405.0,CC,98.59,bhp,Tata,Indica
2705,Hyundai Xcent,Kochi,2017.0,15029.0,Petrol,Manual,First,Others,5.0,4.0,6.05,19.1,kmpl,1197.0,CC,82.0,bhp,Hyundai,Xcent
2706,Honda Amaze,Kochi,2015.0,60334.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.43,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
2707,Hyundai Santro,Chennai,2006.0,83072.0,Petrol,Manual,First,White,5.0,4.0,1.4,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
2708,Mercedes-Benz E-Class,Mumbai,2005.0,131000.0,Diesel,Automatic,First,Others,5.0,4.0,10.0,11.0,kmpl,2987.0,CC,198.5,bhp,Mercedes-Benz,E-Class
2709,Hyundai Verna,Chennai,2012.0,41000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,6.25,19.08,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
2710,Hyundai Santro,Chennai,2006.0,85000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,1.3,0.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
2711,Hyundai i20,Kochi,2018.0,14960.0,Petrol,Manual,First,Others,5.0,4.0,6.27,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2712,BMW 3,Hyderabad,2012.0,88000.0,Diesel,Automatic,First,Others,5.0,4.0,15.0,13.2,kmpl,1995.0,CC,170.0,bhp,BMW,3
2713,Honda City,Chennai,2014.0,71000.0,Diesel,Manual,Second,White,5.0,4.0,6.2,25.1,kmpl,1498.0,CC,98.6,bhp,Honda,City
2714,Maruti Alto,Kochi,2018.0,44202.0,CNG,Manual,First,White,4.0,4.0,4.0,32.26,km/kg,998.0,CC,58.2,bhp,Maruti,Alto
2715,Hyundai i20,Kolkata,2015.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,3.45,21.9,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
2716,Volkswagen Polo,Delhi,2013.0,64000.0,Diesel,Manual,First,White,5.0,4.0,2.9,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
2717,Hyundai Verna,Mumbai,2011.0,61600.0,Petrol,Manual,First,Others,5.0,4.0,4.2,17.1,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
2718,Mercedes-Benz New,Pune,2012.0,119000.0,Diesel,Automatic,First,White,5.0,4.0,13.99,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
2719,Hyundai i10,Delhi,2011.0,54000.0,Petrol,Manual,First,White,5.0,4.0,2.2,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
2720,Hyundai Creta,Delhi,2017.0,44000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,12.5,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
2721,Mercedes-Benz New,Mumbai,2013.0,87000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,17.0,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
2722,Mahindra XUV500,Delhi,2017.0,21000.0,Diesel,Automatic,First,White,7.0,5.0,16.5,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2723,Honda Civic,Pune,2008.0,61938.0,Petrol,Automatic,Second,Others,5.0,4.0,2.65,12.9,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
2724,Mercedes-Benz E-Class,Mumbai,2008.0,77000.0,Petrol,Automatic,Second,White,5.0,4.0,6.5,10.0,kmpl,2496.0,CC,157.7,bhp,Mercedes-Benz,E-Class
2725,Ford Figo,Coimbatore,2017.0,30933.0,Petrol,Manual,First,White,5.0,4.0,5.84,18.16,kmpl,1196.0,CC,86.8,bhp,Ford,Figo
2726,Jaguar XJ,Delhi,2016.0,12000.0,Diesel,Automatic,First,Others,4.0,4.0,79.0,10.5,kmpl,2993.0,CC,271.23,bhp,Jaguar,XJ
2727,Honda Brio,Mumbai,2012.0,54000.0,Petrol,Manual,First,Others,5.0,4.0,2.95,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2728,Hyundai i10,Hyderabad,2009.0,84045.0,Petrol,Manual,First,Others,5.0,4.0,2.85,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2729,Hyundai Santro,Kolkata,2013.0,31000.0,Petrol,Manual,First,White,5.0,4.0,1.75,17.92,kmpl,1086.0,CC,62.1,bhp,Hyundai,Santro
2730,Renault KWID,Coimbatore,2017.0,53285.0,Petrol,Automatic,First,Others,5.0,4.0,4.28,22.5,kmpl,999.0,CC,67.0,bhp,Renault,KWID
2731,Hyundai Grand,Kolkata,2013.0,28000.0,Petrol,Manual,First,Others,5.0,4.0,3.25,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
2732,BMW X1,Ahmedabad,2012.0,94000.0,Diesel,Automatic,First,White,5.0,4.0,12.5,17.05,kmpl,1995.0,CC,184.0,bhp,BMW,X1
2733,Maruti Ignis,Coimbatore,2019.0,3906.0,Petrol,Automatic,First,Others,5.0,4.0,7.36,20.89,kmpl,1197.0,CC,81.8,bhp,Maruti,Ignis
2734,Hyundai Verna,Kochi,2016.0,52378.0,Petrol,Manual,First,White,5.0,4.0,7.97,17.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
2735,Skoda Fabia,Delhi,2009.0,65000.0,Petrol,Manual,Second,Others,5.0,4.0,1.4,17.5,kmpl,1198.0,CC,70.0,bhp,Skoda,Fabia
2736,Hyundai Verna,Kolkata,2012.0,38000.0,Diesel,Manual,First,White,5.0,4.0,4.1,24.8,kmpl,1396.0,CC,88.7,bhp,Hyundai,Verna
2737,Hyundai i20,Coimbatore,2013.0,56127.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.15,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2738,Maruti Swift,Kochi,2016.0,34204.0,Petrol,Manual,First,White,5.0,4.0,5.43,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
2739,Mercedes-Benz GLC,Mumbai,2017.0,25000.0,Diesel,Automatic,First,Others,5.0,4.0,45.0,17.9,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,GLC
2740,Maruti Celerio,Pune,2017.0,20000.0,Petrol,Automatic,First,Others,5.0,4.0,4.7,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
2741,Maruti Eeco,Coimbatore,2017.0,28371.0,Petrol,Manual,First,Black/Silver,7.0,5.0,4.74,15.1,kmpl,1196.0,CC,73.0,bhp,Maruti,Eeco
2742,Audi Q3,Bangalore,2013.0,84000.0,Diesel,Automatic,First,Others,5.0,4.0,17.75,15.73,kmpl,1968.0,CC,174.33,bhp,Audi,Q3
2743,Mercedes-Benz M-Class,Mumbai,2016.0,52000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,35.0,15.26,kmpl,2143.0,CC,203.2,bhp,Mercedes-Benz,M-Class
2744,Maruti Ritz,Pune,2012.0,23598.0,Diesel,Manual,First,Others,5.0,4.0,3.52,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
2745,Mercedes-Benz A,Mumbai,2013.0,37000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,13.0,20.0,kmpl,2143.0,CC,107.3,bhp,Mercedes-Benz,A
2746,Maruti A-Star,Hyderabad,2010.0,68375.0,Petrol,Manual,First,White,5.0,4.0,2.5,19.0,kmpl,998.0,CC,66.1,bhp,Maruti,A-Star
2747,Honda City,Mumbai,2013.0,45000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.55,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
2748,Mahindra KUV,Kolkata,2017.0,43000.0,Petrol,Manual,First,White,5.0,4.0,4.5,18.15,kmpl,1198.0,CC,82.0,bhp,Mahindra,KUV
2749,Honda City,Kolkata,2010.0,54801.0,Petrol,Manual,First,Others,5.0,4.0,2.5,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
2750,Honda City,Pune,2008.0,119000.0,Petrol,Manual,Second,White,5.0,4.0,2.25,17.7,kmpl,1497.0,CC,78.0,bhp,Honda,City
2751,BMW X1,Mumbai,2012.0,15200.0,Diesel,Automatic,First,White,5.0,4.0,13.5,15.06,kmpl,1995.0,CC,177.0,bhp,BMW,X1
2752,Hyundai Creta,Kolkata,2015.0,43000.0,Diesel,Manual,First,Others,5.0,4.0,9.25,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
2753,Honda City,Mumbai,2015.0,32000.0,Petrol,Automatic,First,White,5.0,4.0,8.5,15.6,kmpl,1497.0,CC,116.3,bhp,Honda,City
2754,Volkswagen Ameo,Pune,2017.0,14800.0,Petrol,Manual,First,White,5.0,4.0,5.48,17.0,kmpl,1198.0,CC,73.75,bhp,Volkswagen,Ameo
2755,Hyundai Creta,Mumbai,2016.0,29000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,12.6,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
2756,Skoda Laura,Hyderabad,2008.0,122397.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.4,17.5,kmpl,1896.0,CC,106.0,bhp,Skoda,Laura
